x,y
0.8235848404346595,-0.01867546806555127
0.8927738832408321,-0.22118444409831006
0.9178772902572985,-0.43211631004455997
0.8842802566708712,-0.6420929673860634
0.8042348355442608,-0.8410064167809113
0.6872740992612172,-1.025276285343233
0.5387631048468138,-1.1929611545362175
0.36333579878630634,-1.343334900237998
0.16436091899886485,-1.4759348595925776
-0.05539074049667071,-1.5905155556268418
-0.2930951200293036,-1.6874383504797907
-0.5458304043551844,-1.7677510148682503
-0.8107358108348606,-1.8330836780707918
-1.0848618296372532,-1.8859362382422553
-1.3659793057208782,-1.9285279042518808
-1.6519555807835846,-1.963491223323276
-1.9410963655872484,-1.9929595538463833
-2.2259017590697727,-2.0297148225341783
-2.5048205370579693,-2.0757845372147523
-2.776232119454035,-2.132956293985841
-3.0383879696507936,-2.2028415431018753
-3.289398538791712,-2.2868555769368895
-3.5269659734487524,-2.3864608407089936
-3.7481166173113323,-2.503243383719471
-3.9490922759950813,-2.638667435168049
-4.124137993787547,-2.7944123038280715
-4.266153112304972,-2.9704730323660917
-4.377124026545243,-3.1608307592432676
-4.457244317017947,-3.3617154607683846
-4.501852181946628,-3.570478951284267
-4.503484373395969,-3.7823334502017416
-4.470027299330639,-3.9916942165506524
-4.401488266033332,-4.194423107161529
-4.297152961321355,-4.385810292291387
-4.154234555157823,-4.558974825430152
-3.9797903387924047,-4.712036294031268
-3.7793434768666914,-4.844765245044192
-3.55716066704096,-4.957600291715771
-3.316624373330418,-5.051227993750062
-3.060937935359963,-5.126963296071059
-2.7928084315941,-5.186233602076895
-2.514903698102686,-5.23108928636632
-2.229589757280519,-5.263858883654928
-1.9387575564715882,-5.286734223455832
-1.6438462467752275,-5.301615778079667
-1.3461037079764555,-5.310469749649808
-1.0464618668181327,-5.314960978480837
-0.7456358789036428,-5.316539768077304
-0.44421122027758647,-5.316322696975025
-0.1433916953288691,-5.313838794680279
0.15623552621133482,-5.308580107072661
0.45437427507502093,-5.300037713800075
0.7506724205271225,-5.287569210276867
1.0447474693862724,-5.270503177376202
1.3362073422439007,-5.2481884890131525
1.6246608055940717,-5.220017617019719
1.909662415889541,-5.185324646284149
2.1906830014072334,-5.143343113250538
2.467085767731022,-5.093182963559709
2.7378726585710833,-5.033437243019053
3.0016963290156613,-4.96230824990891
3.2570218449148474,-4.877964267113913
3.501893471364992,-4.778271081403771
3.7337111461863386,-4.660647785071326
3.948818744829218,-4.521823620936802
4.1428272407922,-4.358640348831063
4.306389063213869,-4.164848530005912
4.4469127441622724,-3.9508773393160217
4.56748556805627,-3.7208999763221846
4.669987369417331,-3.4774385662134017
4.756084899081658,-3.22252119666799
4.827342103359165,-2.9578674127826714
4.885247786714066,-2.684969369296887
4.931265296088519,-2.4051591279937865
4.966940642124442,-2.1196901283816336
4.993724335211322,-1.8296497932928963
5.0132267924259075,-1.5360935567223075
5.0269948960348305,-1.2399315659377772
5.036322402122457,-0.941864435300118
5.041942334321217,-0.642901099416882
5.044088706624164,-0.3509846663024786
5.04317931404411,-0.0764921087451263
5.039615523583063,0.18346561910826126
5.03361770618171,0.4337440882699718
5.025239427533844,0.6778410547915208
